"Run Date","Master BOL","House BOL","Voyage #","Bill Type","Carrier Code","IMO #","Vessel Name","Arrival Date","US Port of Unlading","US Port of Destination","Foreign Port of Lading","Foreign Port of Destination","Place of Receipt",Quantity,"Weight (kg)","Type of Service",Shipper,"Shipper Address",Consignee,"Consignee Address","Notify Party 1","Notify Party 1 Address","Notify Party 2","Notify Party 2 Address",Commodity,"Number of Containers","Marks & Numbers","Container Numbers","Seal Numbers"
2022-02-24,HDMUSELM75614002,,0002E,"Master Bill",HDMU,9878515,"YM TOPMOST",2022-02-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","33 PKG","15,000","Pier to Pier","U.N.I LINE CO.,LTD","#803 DONGKWANG GREEN TOWER, 406 KAN GSEO-RO, KANGSEO-GU, SEOUL, KOREA 15703","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024 , T: F:","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024 , T: F:",,,"BRASS ROD",1,"NO MARKS",TRHU2448760,211658976
2022-02-24,HDMUSELM75614003,,0002E,"Master Bill",HDMU,9878515,"YM TOPMOST",2022-02-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","45 PKG","19,098","Pier to Pier","U.N.I LINE CO.,LTD","#803 DONGKWANG GREEN TOWER, 406 KAN GSEO-RO, KANGSEO-GU, SEOUL, KOREA 15703","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024 , T: F:","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024 , T: F:",,,"BRASS ROD",1,"NO MARKS",HMMU2009692,211658972
2022-02-24,HDMUSELM75614004,,0002E,"Master Bill",HDMU,9878515,"YM TOPMOST",2022-02-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","44 PKG","18,013","Pier to Pier","U.N.I LINE CO.,LTD","#803 DONGKWANG GREEN TOWER, 406 KAN GSEO-RO, KANGSEO-GU, SEOUL, KOREA 15703","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024 , T: F:","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024 , T: F:",,,"BRASS ROD",1,"NO MARKS",TLLU2591491,211658980
2022-02-24,HDMUSELM75614005,,0002E,"Master Bill",HDMU,9878515,"YM TOPMOST",2022-02-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","44 PKG","17,935","Pier to Pier","U.N.I LINE CO.,LTD","#803 DONGKWANG GREEN TOWER, 406 KAN GSEO-RO, KANGSEO-GU, SEOUL, KOREA 15703","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024 , T: F:","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024 , T: F:",,,"BRASS PIPE BRASS ROD",1,"NO MARKS",TGBU2026313,211658971
2022-02-24,HDMUSELM75614000,HDMUSELM756140A1,0002E,"House Bill",HDMU,9878515,"YM TOPMOST",2022-02-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","42 PKG","17,293","Pier to Pier","DAECHANG CO LTD","12924 JEONGWANGDONG SIHEUNGSI KYUN GGIDO KOREA","DAECHANG LLOYDS INC","4482 BARRANCA PKWY STE 232 IRVINE CA 92604","USMX TRANSPORT INC","500 E CARSON PLAZA DR SUITE 113 CAR SON CA 90746 USA",,,"BRASS ROD",1,"NO MARKS",TEMU1654059,211658932
2022-02-24,HDMUSELM75614001,HDMUSELM756140A2,0002E,"House Bill",HDMU,9878515,"YM TOPMOST",2022-02-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","44 PKG","18,716","Pier to Pier","DAECHANG CO LTD","12924 JEONGWANGDONG SIHEUNGSI KYUN GGIDO KOREA","DAECHANG LLOYDS INC","4482 BARRANCA PKWY STE 232 IRVINE CA 92604","USMX TRANSPORT INC","500 E CARSON PLAZA DR SUITE 113 CAR SON CA 90746 USA",,,"BRASS ROD",1,"NO MARKS",TEMU1747439,211658974
2022-02-24,HDMUSELM75614003,HDMUSELM756140A4,0002E,"House Bill",HDMU,9878515,"YM TOPMOST",2022-02-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","45 PKG","19,098","Pier to Pier","DAECHANG CO LTD","12924 JEONGWANGDONG SIHEUNGSI KYUN GGIDO KOREA","DAECHANG LLOYDS INC","4482 BARRANCA PKWY STE 232 IRVINE CA 92604","USMX TRANSPORT INC","500 E CARSON PLAZA DR SUITE 113 CAR SON CA 90746 USA",,,"BRASS ROD",1,"NO MARKS",HMMU2009692,211658972
2022-02-24,HDMUSELM75614004,HDMUSELM756140A5,0002E,"House Bill",HDMU,9878515,"YM TOPMOST",2022-02-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","44 PKG","18,013","Pier to Pier","DAECHANG CO LTD","12924 JEONGWANGDONG SIHEUNGSI KYUN GGIDO KOREA","DAECHANG LLOYDS INC","4482 BARRANCA PKWY STE 232 IRVINE CA 92604","USMX TRANSPORT INC","500 E CARSON PLAZA DR SUITE 113 CAR SON CA 90746 USA",,,"BRASS ROD",1,"NO MARKS",TLLU2591491,211658980
2022-02-24,HDMUSELM75614005,HDMUSELM756140A6,0002E,"House Bill",HDMU,9878515,"YM TOPMOST",2022-02-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","44 PKG","17,935","Pier to Pier","DAECHANG CO LTD","12924 JEONGWANGDONG SIHEUNGSI KYUN GGIDO KOREA","DAECHANG LLOYDS INC","4482 BARRANCA PKWY STE 232 IRVINE CA 92604","USMX TRANSPORT INC","500 E CARSON PLAZA DR SUITE 113 CAR SON CA 90746 USA",,,"BRASS PIPE BRASS ROD",1,"NO MARKS",TGBU2026313,211658971
2022-02-24,YMLUW360886202,,002E,"Master Bill",YMLU,9878515,"YM TOPMOST",2022-02-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","47 CTN","17,010","House to House","NEW WORLD SHIPPING CO. LTD","1402 117 NAMDAEMUN-RO JUNG-GU SEOUL 04522 REPUBLIC OF KOREA (DONG-A BLDG. 14F)","USMX TRANSPORT INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON CA 90746 USA TAX ID33-0594309","USMX TRANSPORT INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON CA 90746 USA TAX ID33-0594309",,,"BARS RODS AND PROFILES OF BRASS (CU-ZN BASE BRASS ROD HS CODE 7407.21 BRASS BAR HS CODE 7407.21 THE INFORMATION IS PROVIDED BY THE SHIPPER FOR REFERENCE ONLY, AND THE CARRIER SHALL NOT BE LIABLE FOR ANY DISPUTE BETWEEN THE MERCHANTS.",1,"DAECHANG LLOYDS, INC. P.O NO W/C NO FORM|SIZE NET GROSS MADE IN KOREA|//|P.O MADE IN KOREA SIZE ALLOY NET/GROSS WEIGHT|PKG NO.",SEGU1381209,YMAK348316
2022-02-24,YMLUW360886202,YMLUW360886202A,002E,"House Bill",YMLU,9878515,"YM TOPMOST",2022-02-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","35 CTN","11,011","House to House","DAECHANG CO. LTD.","1292-4 JEONGWANG-DONG SIHEUNG-SI KYUNGGI-DO KOREA","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604",,,"BARS RODS AND PROFILES OF BRASS (CU-ZN BASE BRASS ROD HS CODE 7407.21 THE INFORMATION IS PROVIDED BY THE SHIPPER FOR REFERENCE ONLY, AND THE CARRIER SHALL NOT BE LIABLE FOR ANY DISPUTE BETWEEN THE MERCHANTS.",1,"DAECHANG LLOYDS, INC. P.O NO W/C NO FORM|SIZE NET GROSS MADE IN KOREA|//",SEGU1381209,YMAK348316
2022-02-24,YMLUW360883767,,002E,"Master Bill",YMLU,9878515,"YM TOPMOST",2022-02-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","40 CTN","16,987","House to House","NEW WORLD SHIPPING CO. LTD","1402 117 NAMDAEMUN-RO JUNG-GU SEOUL 04522 REPUBLIC OF KOREA (DONG-A BLDG. 14F)","USMX TRANSPORT INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON CA 90746 USA TAX ID33-0594309","USMX TRANSPORT INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON CA 90746 USA TAX ID33-0594309",,,"BARS RODS AND PROFILES OF BRASS (CU-ZN BASE BRASS ROD HS CODE 7407.21 THIS INFORMATION IS PROVIDED BY THE SHIPPER FOR REFERENCE ONLY, AND THE CARRIER SHALL NOT BE LIABLE FOR ANY DISPUTE BETWEEN THE MERCHANTS.",1,"DAECHANG LLOYDS, INC. P.O NO B/D NO FORM|SIZE NET GROSS MADE IN KOREA|//",SEGU2807726,YMAK348363
2022-02-24,YMLUW360883767,YMLUW360883767A,002E,"House Bill",YMLU,9878515,"YM TOPMOST",2022-02-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","40 CTN","16,987","House to House","DAECHANG CO. LTD.","1292-4 JEONGWANG-DONG SIHEUNG-SI KYUNGGI-DO KOREA","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604",,,"BARS RODS AND PROFILES OF BRASS (CU-ZN BASE BRASS ROD HS CODE 7407.21 THIS INFORMATION IS PROVIDED BY THE SHIPPER FOR REFERENCE ONLY, AND THE CARRIER SHALL NOT BE LIABLE FOR ANY DISPUTE BETWEEN THE MERCHANTS.",1,"DAECHANG LLOYDS, INC. P.O NO B/D NO FORM|SIZE NET GROSS MADE IN KOREA|//",SEGU2807726,YMAK348363
2022-02-24,HDMUSELM75614001,,0002E,"Master Bill",HDMU,9878515,"YM TOPMOST",2022-02-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","44 PKG","18,716","Pier to Pier","U.N.I LINE CO.,LTD","#803 DONGKWANG GREEN TOWER, 406 KAN GSEO-RO, KANGSEO-GU, SEOUL, KOREA 15703","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024 , T: F:","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024 , T: F:",,,"BRASS ROD",1,"NO MARKS",TEMU1747439,211658974
2022-02-24,HDMUSELM75614002,HDMUSELM756140A3,0002E,"House Bill",HDMU,9878515,"YM TOPMOST",2022-02-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","33 PKG","15,000","Pier to Pier","DAECHANG CO LTD","12924 JEONGWANGDONG SIHEUNGSI KYUN GGIDO KOREA","DAECHANG LLOYDS INC","4482 BARRANCA PKWY STE 232 IRVINE CA 92604","USMX TRANSPORT INC","500 E CARSON PLAZA DR SUITE 113 CA RSON CA 90746 USA",,,"BRASS ROD",1,"NO MARKS",TRHU2448760,211658976
2022-02-23,YMLUW360886378,,024E,"Master Bill",YMLU,9484924,"EXPRESS BERLIN",2022-02-20,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","37 CTN","15,250","House to House","NEW WORLD SHIPPING CO. LTD.","1402 117 NAMDAEMUN-RO JUNG-GU SEOUL 04522 REPUBLIC OF KOREA (DONG-A BLDG. 14F)","USMX TRANSPORT INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON CA 90746 USA TAX ID33-0594309","USMX TRANSPORT INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON CA 90746 USA TAX ID33-0594309",,,"BARS RODS AND PROFILES OF BRASS (CU-ZN BASE BRASS ROD HS CODE 7407.21 BRASS BAR HS CODE 7407.21 THIS INFORMATION (INCLUDING THE PURCHASE NO.) IS PROVIDED BY THE SHIPPER FOR REFERENCE ONLY, AND THE CARRIER SHALL NOT BE LIABLE FOR ANY DISPUTE BETWEEN THE MERCHANTS.",1,"DAECHANG LLOYDS, INC. FRANKLIN, WI P.O NO|5400578715 W/C NO 1 - 30 FORM SIZE NET|25,590LBS GROSS 25,652LBS MADE IN KOREA|//|P.O MADE IN KOREA SIZE ALLOY NET/GROSS WEIGHT|PKG NO. 1-7",YMLU3423191,YMAJ182727
2022-02-23,YMLUW360886378,YMLUW360886378A,024E,"House Bill",YMLU,9484924,"EXPRESS BERLIN",2022-02-20,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","30 CTN","11,637","House to House","DAECHANG CO. LTD.","1292-4 JEONGWANG-DONG SIHEUNG-SI KYUNGGI-DO KOREA","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604",,,"BARS RODS AND PROFILES OF BRASS (CU-ZN BASE BRASS ROD HS CODE 7407.21 THIS INFORMATION (INCLUDING THE PURCHASE NO. 5400578715 ) IS PROVIDED BY THE SHIPPER FOR REFERENCE ONLY, AND THE CARRIER SHALL NOT BE LIABLE FOR ANY DISPUTE BETWEEN THE MERCHANTS.",1,"DAECHANG LLOYDS, INC. FRANKLIN, WI P.O NO|5400578715 W/C NO 1 - 30 FORM SIZE NET|25,590LBS GROSS 25,652LBS MADE IN KOREA|//",YMLU3423191,YMAJ182727
2022-02-23,YMLUW360886377,,024E,"Master Bill",YMLU,9484924,"EXPRESS BERLIN",2022-02-20,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","41 CTN","17,508","House to House","NEW WORLD SHIPPING CO. LTD","1402 117 NAMDAEMUN-RO JUNG-GU SEOUL 04522 REPUBLIC OF KOREA (DONG-A BLDG. 14F)","USMX TRANSPORT INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON CA 90746 USA TAX ID33-0594309","USMX TRANSPORT INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON CA 90746 USA TAX ID33-0594309",,,"BARS RODS AND PROFILES OF BRASS (CU-ZN BASE BRASS ROD HS CODE 7407.21",1,"DAECHANG LLOYDS, INC. P.O NO B/D NO|FORM SIZE NET LBS GROSS LBS MADE IN KOREA|//",CAIU3895323,YMAK349121
2022-02-23,YMLUW360886377,YMLUW360886377A,024E,"House Bill",YMLU,9484924,"EXPRESS BERLIN",2022-02-20,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","41 CTN","17,508","House to House","DAECHANG CO. LTD.","1292-4 JEONGWANG-DONG SIHEUNG-SI KYUNGGI-DO KOREA","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604",,,"BARS RODS AND PROFILES OF BRASS (CU-ZN BASE BRASS ROD HS CODE 7407.21",1,"DAECHANG LLOYDS, INC. P.O NO B/D NO|FORM SIZE NET LBS GROSS LBS MADE IN KOREA|//",CAIU3895323,YMAK349121
2022-02-23,YMLUW360883769,,024E,"Master Bill",YMLU,9484924,"EXPRESS BERLIN",2022-02-20,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","40 CTN","17,430","House to House","NEW WORLD SHIPPING CO. LTD","1402 117 NAMDAEMUN-RO JUNG-GU SEOUL 04522 REPUBLIC OF KOREA (DONG-A BLDG. 14F)","USMX TRANSPORT INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON CA 90746 USA TAX ID33-0594309","USMX TRANSPORT INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON CA 90746 USA TAX ID33-0594309",,,"BARS RODS AND PROFILES OF BRASS (CU-ZN BASE BRASS ROD HS CODE 7407.21 THIS INFORMATION IS PROVIDED BY THE SHIPPER FOR REFERENCE ONLY, AND THE CARRIER SHALL NOT BE LIABLE FOR ANY DISPUTE BETWEEN THE MERCHANTS.",1,"DAECHANG LLOYDS, INC. LONG BEACH(L.A.)CA P.O|NO 5550059102 CT NO 1 - 40 FORM SIZE NET|37,811LBS GROSS 38,426LBS MADE IN KOREA|//",YMMU1187059,YMAK349128
2022-02-23,YMLUW360883769,YMLUW360883769A,024E,"House Bill",YMLU,9484924,"EXPRESS BERLIN",2022-02-20,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","40 CTN","17,430","House to House","DAECHANG CO. LTD.","1292-4 JEONGWANG-DONG SIHEUNG-SI.KYUNGGI-DO KOREA","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE 232 IRVINE CA 92604","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE 232 IRVINE CA 92604",,,"BARS RODS AND PROFILES OF BRASS (CU-ZN BASE BRASS ROD HS CODE 7407.21 THIS INFORMATION IS PROVIDED BY THE SHIPPER FOR REFERENCE ONLY, AND THE CARRIER SHALL NOT BE LIABLE FOR ANY DISPUTE BETWEEN THE MERCHANTS.",1,"DAECHANG LLOYDS, INC. LONG BEACH(L.A.)CA P.O|NO 5550059102 CT NO 1 - 40 FORM SIZE NET|37,811LBS GROSS 38,426LBS MADE IN KOREA|//",YMMU1187059,YMAK349128
2022-02-23,ONEYSELBD9540600,,024E,"Master Bill",ONEY,9484924,"EXPRESS BERLIN",2022-02-20,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,PUSAN,"37 CAS","17,878","Container Yard","RAMSES LOGISTICS CO., LTD.","ROOM 505, 5TH FL., A-DONG, GANGSEO SEOUL 07528 KR","ZIMEX LOGITECH, INC.","5816 CORPORATE AVE., SUITE 205, CYP RESS CA 90630 US","ZIMEX LOGITECH, INC.","5816 CORPORATE AVE., SUITE 205, CYP RESS CA 90630 US",,,"BRASS ROD ASTM B124 C37700 NET W/T : 39,248.7",1,"INTERSTATE BRASS ROD PO NO. : 64828 SIZE: NET|WT: GROSS WT: CASE NO:1-37 MADE IN KOREA",NYKU3163232,KRAJ37968
2022-02-23,SQQYSLKB21001497,JSSYMTRS12112196,2103E,"House Bill",JSSY,9307009,YOGI,2022-01-24,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","40 CAS","18,707",,"POONGSAN CORPORATION","POONGSAN BLDG., 23, CHUNGJEONG-RO,S EODAEMUN-GU, 120-837, SEOUL KOREA","POONGSAN AMERICA CORPORATION","601 SOUTH FIGUEROA ST.SUITE NO.4600 LOS ANGELES, CA90017, USA","ZIMEX LOGITECH, INC.","5816 CORPORATE AVE., SUITE 205,CY PRESS, CA 90630",,,"FREE CUTTING BRASS ROD TO ASTMB16 C36000",1,"NO MARKS",PCIU1428225,124721
2022-02-23,SQQYSLKB21001497,JSSYMTRS12112197,2103E,"House Bill",JSSY,9307009,YOGI,2022-01-24,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","29 CAS","13,764",,"POONGSAN CORPORATION","POONGSAN BLDG., 23, CHUNGJEONG-RO,S EODAEMUN-GU, 120-837, SEOUL KOREA","POONGSAN AMERICA CORPORATION","601 SOUTH FIGUEROA ST.SUITE NO.4600 LOS ANGELES, CA90017, USA","ZIMEX LOGITECH, INC.","5816 CORPORATE AVE., SUITE 205,CY PRESS, CA 90630",,,"FREE CUTTING BRASS ROD TO ASTMB16 C36000",1,"NO MARKS",VOLU2128546,124679
2022-02-23,SQQYSLKB21001497,JSSYMTRS12112198,2103E,"House Bill",JSSY,9307009,YOGI,2022-01-24,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","13 CAS","5,514",,"POONGSAN CORPORATION","POONGSAN BLDG., 23, CHUNGJEONG-RO,S EODAEMUN-GU, 120-837, SEOUL KOREA","POONGSAN AMERICA CORPORATION","601 SOUTH FIGUEROA ST.SUITE NO.4600 LOS ANGELES, CA90017, USA","ZIMEX LOGITECH, INC.","5816 CORPORATE AVE., SUITE 205,CY PRESS, CA 90630",,,"FREE CUTTING BRASS ROD TO ASTMB16 C36000",1,"NO MARKS",VOLU2128546,124679
2022-02-22,ONEYSELBD9540600,RLCLMTRS12201056,024E,"House Bill",RLCL,9484924,"EXPRESS BERLIN",2022-02-20,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","37 PKG","17,878","Container Yard","POONGSAN CORPORATION","POONGSAN BLDG. 23 CHUNGJEONG-ROSE ODAEMUN-GU 120-837 SEOUL KOREA","POONGSAN AMERICA CORPORATION","601 SOUTH FIGUEROA ST.SUITE NO.4600 LOS ANGELES CA90017 USA ATTN . MR.VINCENT PARK MANAGER IMPORT DE","INTERSTATE METAL INC.","9831 ROMANDEL AVENUE SANTA FE SPRIN GS CA 90670",,,"BRASS ROD",1,"NO MARKS",NYKU3163232,KRAJ37968
2022-02-17,CMDUNBXH165460,NOVVNNB220101783,0996E,"House Bill",NOVV,9604158,"EVER LOYAL",2022-02-16,"LOS ANGELES, CALIFORNIA",,"NINGBO CHINA (MAINLAND)",,"NINGBO CHINA","1,636 CTN","8,896","Pier to Pier",,,,,,,,,"CLEANING RODS CLEANING KIT BRASS ROD STAINLES .",1,"S STEEL ROD PLASTIC CASE|N/M",BRIU4882010,P3984625
2022-02-17,CMDUNBXH165467,NOVVNNB220101786,0996E,"House Bill",NOVV,9604158,"EVER LOYAL",2022-02-16,"LOS ANGELES, CALIFORNIA",,"NINGBO CHINA (MAINLAND)",,"NINGBO CHINA","1,651 CTN","6,250","Pier to Pier",,,,,,,,,"CLEANING RODS CLEANING KIT BRUSH STAINLESS ST SH ROPE PLASTIC CASE",1,"EEL ROD BRASS ADAPTER BRASS JAG BRASS ROD BRU|N/M",BRIU4881903,C0674102
2022-02-17,CMDUNBXH165460,,0TBBA,"Master BOL w/in-bond",CMDU,9604158,"EVER LOYAL",2022-02-16,"LOS ANGELES, CALIFORNIA","DENVER, COLORADO","NINGBO CHINA (MAINLAND)",,NINGBO,"1,636 CTN","12,445","Pier to Pier","NEPTUNE SHIPPING LIMITED","SUITE 1618 1622,HITIME MANSION, NO.289,WUJIN ROAD,SHANGHAI","DHY SHIPPING LINE INC.","939 S.ATLANTC BLVD 207,MONTEREY PARK,CA 91754","SAME AS CNEE","X X",,,"500 CARTONS FAX:626-442-8062 E`MAIL:IMPORT NEPTUNEUS.COM FAX:626-442-8062 E`MAIL:IMPORT NEPTUNEUS.COM CHAIR HSCODE:9401300 EQ:SOC",1,N/M,BRIU4882010,P3984625
2022-02-17,CMDUNBXH165467,,0TBBA,"Master BOL w/in-bond",CMDU,9604158,"EVER LOYAL",2022-02-16,"LOS ANGELES, CALIFORNIA","DENVER, COLORADO","NINGBO CHINA (MAINLAND)",,NINGBO,"1,651 CTN","9,799","Pier to Pier","NEPTUNE SHIPPING LIMITED","SUITE 1618 1622,HITIME MANSION, NO.289,WUJIN ROAD,SHANGHAI","DHY SHIPPING LINE INC.","939 S.ATLANTC BLVD 207,MONTEREY PARK,CA 91754","SAME AS CNEE","X X",,,"500 CARTONS EMAIL:DOC DHYSHIPPINGLINE.COM EMAIL:DOC DHYSHIPPINGLINE.COM CHAIR HSCODE:9401300 EQ:SOC EVER LOYAL/0996E S/C:21-4063",1,N/M,BRIU4881903,C0674102
2022-02-16,HDMUSELM29341700,,0016E,"Master Bill",HDMU,9784776,"ONE WREN",2022-02-15,"NEWARK, NEW JERSEY",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","42 PKG","17,677","Pier to Pier","U.N.I LINE CO.,LTD","#803 DONGKWANG GREEN TOWER, 406 KAN GSEO-RO, KANGSEO-GU, SEOUL, KOREA 15703","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024 T: F:","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024 T: F:",,,"BRASS ROD",1,"NO MARKS",KOCU2227807,211297689
2022-02-16,HDMUSELM29341700,HDMUSELM293417A1,0016E,"House Bill",HDMU,9784776,"ONE WREN",2022-02-15,"NEWARK, NEW JERSEY",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","42 PKG","17,677","Pier to Pier","DAECHANG CO., LTD.","1292-4 JEONGWANG-DONG, SIHEUNG-SI.K YUNGGI-DO, KOREA 99999","ADMIRAL METALS","NORTHEASTERN INDUSTRIAL PARK BUILDI NG 19, BAY 5 2 VAN BUREN BLVD.GUILD ERLAND,CTR. NY 12085 ATTN 12085","ADMIRAL METALS","NORTHEASTERN INDUSTRIAL PARK BUILDI NG 19, BAY 5 2 VAN BUREN BLVD.GUILD ERLAND,CTR. NY 12085 ATTN 12085",,,"BRASS ROD",1,"NO MARKS",KOCU2227807,211297689
2022-02-16,MEDUHH328526,,202A,"Regular Bill",MEDU,9289116,"MSC RITA",2022-02-15,"NEWARK, NEW JERSEY",,"HAIFA ISRAEL",,HAIFA,"64 PKG","39,437","House to House","FINKELSTEIN METALS LTD.","21 HA'LSTADION STREET HAIFA 2611001 ISRAEL","FINKELSTEIN METALS USA INC","2638 UNITED LN ELK GROVE VILLAGE IL 60007-6821 UNI","CORNELL GROUP","487 HEMPSTEAD AVENUE WEST HEMPSTEAD NY 11552 UNITED STAT","FINKELSTEIN METALS USA INC","2638 UNITED LN ELK GROVE VILLAGE IL 60007-6821 UNI","40 PACKAGES 3 OF THEM IN BOXES 270 LB = 122 KG OF C 360, BRASS ROD. H.S. CODE :7403.21 19676 KG = 43 386 LB 24 PACKAGES IN BOXES OF C3 60 BRASS ROD. H.S. CODE :7 403.21 19761 KG = 43573 LB DELI VERY TO FINAL DE STINATION BY CARRIER SHI P TO: FINKELSTEIN METALS U SA INC 2638 UITED L ANE ELK GROVE VILLAGE,IL 60007 UN ITED STATES ATTN: DANIEL R EICHLER TEL: +847 232 7115 OM -USA=FINKELSTEIN-METALS .COM PLEASE CHARGE",2,"NO MARKS",BSIU2458577|IPXU3906771,MLIL1383689|MLIL1383748
2022-02-14,ZIMUHFA4266421,,81E,"Regular Bill",ZIMU,9471214,"ZIM TARRAGONA",2022-02-12,"NEWARK, NEW JERSEY",,"HAIFA ISRAEL",,HAIFA,"117 PKG","65,907","Pier to Pier","FINKELSTEIN METALS LTD","HAZAIT ST.1 ALON TAVOR INDUSTRIAL ZONE, AFULA 1811102, ISRAEL","FINKELSTEIN METALS USA INC","2638 UITED LANE ELK GROVE VILLAGE,60007, UNITED STATES, CONTACT:MIKE DARLING","SIGMAI USA","209 W 38TH ST, SUITE 1211 NEW YORK, NY 10018 NEW YORK,10018,UNITED STATES,",,,"OF C360 BRASS ROD. H.S.#740321000 OF C360 BRASS ROD.",3,"NO MARKS NO NUMBERS",SEGU2207383|ZIMU3020102|TCKU1396880,MLIL1385486|MLIL1383670|MLIL1383671
